0;0;0;0;land;false;unknown;0
1;237;205;141;land;false;plains;1
2;252;194;75;land;true;plains;1
3;211;185;181;land;false;plains;1
4;166;155;180;land;false;plains;1
5;208;239;107;land;true;plains;1
6;223;125;220;land;false;plains;1
7;235;100;228;land;false;plains;1
8;132;209;231;land;false;plains;1
9;69;246;187;land;false;plains;1
10;241;204;135;land;false;plains;1
11;63;239;217;land;false;plains;1
12;194;245;210;land;false;plains;1
13;226;232;250;land;false;plains;1
14;246;90;226;land;true;plains;1
15;251;219;173;land;true;plains;1
16;234;122;218;land;false;plains;1
17;235;193;198;land;false;plains;1
18;186;199;239;land;false;plains;1
19;248;96;197;land;false;plains;1
20;230;235;102;land;false;plains;1
21;204;178;226;land;false;plains;1
22;249;210;60;land;true;plains;1
23;222;174;109;land;false;plains;1
24;190;99;227;land;false;plains;1
25;195;137;243;land;true;plains;1
26;217;107;188;land;false;plains;1
27;169;175;190;land;false;plains;1
28;166;155;207;land;false;plains;1
29;174;147;180;land;true;plains;1
30;207;191;109;land;false;plains;1
31;196;160;215;land;false;plains;1
32;156;226;123;land;false;plains;1
33;128;196;213;land;false;plains;1
34;210;226;108;land;false;plains;1
35;238;211;91;land;false;plains;1
36;213;210;156;land;false;plains;1
37;227;157;120;land;true;plains;1
38;242;197;164;land;true;plains;1
39;127;227;184;land;true;plains;1
40;78;246;198;land;false;plains;1
41;210;166;183;land;false;plains;1
42;220;203;200;land;false;plains;1
43;177;157;243;land;true;plains;1
44;129;240;133;land;true;plains;1
45;248;230;82;land;false;plains;1
46;218;231;178;land;false;plains;1
47;234;247;78;land;false;plains;1
48;190;201;140;land;true;plains;1
49;236;155;148;land;false;plains;1
50;156;100;250;land;false;plains;1
51;232;125;179;land;false;plains;1
52;162;250;159;land;true;plains;1
53;231;120;248;land;false;plains;1
54;246;84;243;land;true;plains;1
55;243;222;73;land;false;plains;1
56;219;140;241;land;false;plains;1
57;244;98;245;land;false;plains;1
58;185;142;243;land;true;plains;1
59;204;191;119;land;true;plains;1
60;231;147;210;land;true;plains;1
61;193;175;185;land;false;plains;1
62;234;103;173;land;false;plains;1
63;165;187;197;land;false;plains;1
64;208;147;155;land;true;plains;1
65;219;190;192;land;false;plains;1
66;181;111;235;land;false;plains;1
67;253;58;246;land;false;plains;1
68;149;253;113;land;false;plains;1
69;229;186;123;land;true;plains;1
70;135;238;237;land;true;plains;1
71;207;192;163;land;false;plains;1
72;227;190;156;land;false;plains;1
73;214;99;236;land;false;plains;1
74;196;173;163;land;false;plains;1
75;154;251;164;land;false;plains;1
76;172;172;189;land;false;plains;1
77;221;130;222;land;false;plains;1
78;149;180;236;land;false;plains;1
79;244;209;156;land;false;plains;1
80;207;173;213;land;true;plains;1
81;185;224;153;land;false;plains;1
82;161;229;179;land;false;plains;1
83;219;124;223;land;false;plains;1
84;125;233;175;land;false;plains;1
85;197;179;199;land;false;plains;1
86;207;219;238;land;false;plains;1
87;223;54;246;land;false;plains;1
88;206;215;160;land;false;plains;1
89;83;236;250;land;false;plains;1
90;174;161;236;land;false;plains;1
91;192;197;209;land;false;plains;1
92;245;102;222;land;false;plains;1
93;246;124;184;land;true;plains;1
94;166;157;224;land;true;plains;1
95;154;219;140;land;false;plains;1
96;247;238;174;land;false;plains;1
97;201;65;252;land;true;plains;1
98;154;150;251;land;false;plains;1
99;158;154;196;land;false;plains;1
100;173;214;174;land;false;plains;1
101;240;72;231;land;false;plains;1
102;150;216;233;land;false;plains;1
103;107;246;184;land;false;plains;1
104;208;129;247;land;false;plains;1
105;231;192;216;land;true;plains;1
106;123;222;169;land;false;plains;1
107;229;233;180;land;false;plains;1
108;206;156;193;land;false;plains;1
109;152;207;230;land;false;plains;1
110;245;34;234;land;false;plains;1
111;244;162;117;land;false;plains;1
112;241;122;243;land;false;plains;1
113;175;243;164;land;false;plains;1
114;183;196;213;land;false;plains;1
115;197;149;239;land;false;plains;1
116;238;198;75;land;false;plains;1
117;207;62;249;land;true;plains;1
118;208;137;174;land;false;plains;1
119;201;188;140;land;false;plains;1
120;161;147;194;land;false;plains;1
121;44;238;239;land;false;plains;1
122;41;231;240;land;false;plains;1
123;213;232;214;land;false;plains;1
124;182;168;239;land;false;plains;1
125;226;157;185;land;false;plains;1
126;187;251;68;land;false;plains;1
127;191;220;237;land;false;plains;1
128;115;225;226;land;true;plains;1
129;227;180;101;land;false;plains;1
130;221;165;174;land;false;plains;1
131;240;191;201;land;false;plains;1
132;250;244;245;land;false;plains;1
133;167;230;214;land;true;plains;1
134;145;182;211;land;false;plains;1
135;254;252;249;land;true;plains;1
136;221;174;196;land;false;plains;1
137;185;158;193;land;false;plains;1
138;230;95;233;land;false;plains;1
139;254;240;100;land;false;plains;1
140;179;192;139;land;true;plains;1
141;226;221;200;land;false;plains;1
142;244;190;220;land;false;plains;1
143;230;116;193;land;false;plains;1
144;154;139;230;land;false;plains;1
145;220;218;131;land;false;plains;1
146;253;246;197;land;false;plains;1
147;222;110;182;land;false;plains;1
148;251;236;118;land;false;plains;1
149;74;245;182;land;false;plains;1
150;246;138;190;land;false;plains;1
151;246;200;246;land;true;plains;1
152;230;210;97;land;false;plains;1
153;130;193;196;land;false;plains;1
154;144;206;204;land;false;plains;1
155;244;163;247;land;false;plains;1
156;248;209;52;land;false;plains;1
157;219;55;244;land;false;plains;1
158;185;121;229;land;false;plains;1
159;35;243;236;land;false;plains;1
160;134;187;209;land;false;plains;1
161;214;228;141;land;false;plains;1
162;253;242;158;land;false;plains;1
163;144;169;202;land;false;plains;1
164;103;252;253;land;false;plains;1
165;134;249;172;land;false;plains;1
166;244;73;213;land;false;plains;1
167;138;201;236;land;true;plains;1
168;128;221;224;land;false;plains;1
169;115;191;231;land;false;plains;1
170;93;200;226;land;true;plains;1
171;167;178;196;land;true;plains;1
172;219;80;250;land;false;plains;1
173;234;206;142;land;false;plains;1
174;216;101;191;land;false;plains;1
175;253;24;245;land;false;plains;1
176;217;150;214;land;false;plains;1
177;200;138;226;land;false;plains;1
178;214;216;137;land;false;plains;1
179;214;191;238;land;false;plains;1
180;201;215;93;land;false;plains;1
181;229;100;227;land;true;plains;1
182;211;221;85;land;true;plains;1
183;178;219;201;land;false;plains;1
184;185;205;236;land;false;plains;1
185;219;114;242;land;true;plains;1
186;252;170;89;land;false;plains;1
187;84;240;240;land;false;plains;1
188;157;221;127;land;true;plains;1
189;127;236;154;land;false;plains;1
190;248;150;221;land;false;plains;1
191;154;246;166;land;false;plains;1
192;108;210;224;land;false;plains;1
193;112;248;147;land;false;plains;1
194;198;245;92;land;false;plains;1
195;196;247;173;land;false;plains;1
196;70;218;225;land;false;plains;1
197;232;207;99;land;false;plains;1
198;172;214;199;land;false;plains;1
199;253;131;201;land;false;plains;1
200;111;252;234;land;true;plains;1
201;239;180;133;land;false;plains;1
202;114;243;248;land;false;plains;1
203;230;254;210;land;false;plains;1
